Condition 2,Garage Cond,Overall Qual,Land Contour,Heating,Enclosed Porch,Lot Shape,Kitchen AbvGr,Garage Finish,Lot Area,Bsmt Exposure,Electrical,Functional,Alley,Land Slope,Fireplaces,Wood Deck SF,Garage Type,Year Remod/Add,MS SubClass,Bldg Type,Exter Cond,BsmtFin Type 2,Exterior 1st,Id,PID,Roof Matl,Overall Cond,Low Qual Fin SF,Screen Porch,Exter Qual,Kitchen Qual,BsmtFin SF 1,Roof Style,Utilities,BsmtFin Type 1,Bsmt Unf SF,Sale Type,Year Built,Mas Vnr Area,Bsmt Full Bath,Misc Feature,Fence,Garage Area,Exterior 2nd,Mas Vnr Type,MS Zoning,3Ssn Porch,Mo Sold,1st Flr SF,2nd Flr SF,Garage Qual,Half Bath,Central Air,Condition 1,BsmtFin SF 2,Foundation,Bsmt Qual,Pool QC,Bsmt Cond,Lot Config,Bedroom AbvGr,Full Bath,Total Bsmt SF,Garage Cars,Heating QC,Bsmt Half Bath,Pool Area,Yr Sold,Paved Drive,Misc Val,Gr Liv Area,SalePrice,House Style,Street,TotRms AbvGrd,Neighborhood,Fireplace Qu,Open Porch SF,log-Lot Area,log-1st Flr SF,log-Gr Liv Area,log-SalePrice,yr_since_built,yr_since_remod,is_built_recently,is_remod_recently
Norm,TA,6,Lvl,GasA,0.0,Reg,1,Unf,2998.0,No,SBrkr,Typ,NA,Gtl,0,0.0,Detchd,2000,160,TwnhsE,TA,Unf,MetalSd,572,533221040,CompShg,5,0.0,0.0,Gd,Gd,507.0,Gable,AllPub,GLQ,249.0,WD,2000,513.0,1,NA,NA,440.0,MetalSd,BrkFace,FV,0.0,8,756.0,756.0,TA,1,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,2,2,756.0,2,Ex,0,0.0,2009,Y,0.0,1512.0,180000.0,2Story,Pave,4,Somerst,NA,32.0,8.005700678662542,6.628041376179533,7.321188556739478,12.100712129872347,9,9,1,1
Norm,TA,6,HLS,GasA,168.0,Reg,1,Unf,6821.0,No,SBrkr,Typ,NA,Gtl,1,216.0,Detchd,2005,50,1Fam,TA,Unf,Wd Sdng,2200,909251040,CompShg,7,0.0,0.0,TA,TA,113.0,Gable,AllPub,BLQ,538.0,WD,1921,0.0,0,NA,NA,240.0,Wd Sdng,None,RL,0.0,8,759.0,539.0,TA,0,Y,Norm,0.0,BrkTil,TA,NA,TA,Inside,2,2,651.0,1,Gd,0,0.0,2007,P,0.0,1298.0,146500.0,1.5Fin,Pave,8,Crawfor,Gd,0.0,8.82776136765472,6.63200177739563,7.168579897264035,11.894780707439258,86,2,0,1
Norm,TA,7,Lvl,GasA,0.0,Reg,1,RFn,11354.0,Gd,SBrkr,Typ,NA,Gtl,1,306.0,Attchd,2000,20,1Fam,TA,Unf,VinylSd,2147,907252190,CompShg,5,0.0,116.0,Gd,Gd,1412.0,Gable,AllPub,GLQ,261.0,WD,2000,0.0,1,NA,NA,583.0,VinylSd,None,RL,0.0,1,1673.0,0.0,TA,0,Y,Norm,0.0,PConc,TA,NA,TA,Inside,3,2,1673.0,2,Ex,0,0.0,2007,Y,0.0,1673.0,270000.0,1Story,Pave,7,CollgCr,TA,113.0,9.337325383730672,7.422373700986824,7.422373700986824,12.506177237980511,7,7,1,1
Norm,TA,6,Lvl,GasA,0.0,Reg,1,Unf,9069.0,Av,SBrkr,Typ,NA,Gtl,0,120.0,Attchd,1992,85,1Fam,TA,Unf,HdBoard,249,906225210,CompShg,6,0.0,0.0,TA,Gd,747.0,Gable,AllPub,GLQ,189.0,WD,1992,0.0,1,NA,NA,564.0,HdBoard,None,RL,0.0,4,996.0,0.0,TA,0,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,2,1,936.0,2,Ex,0,0.0,2010,Y,0.0,996.0,147000.0,SFoyer,Pave,5,SawyerW,NA,0.0,9.112617283447568,6.903747257584598,6.903747257584598,11.898187865760873,18,18,0,0
Norm,TA,6,Lvl,GasA,0.0,Reg,1,Unf,8064.0,No,SBrkr,Typ,NA,Gtl,0,414.0,Detchd,2004,50,1Fam,TA,Rec,WdShing,162,535450210,CompShg,8,0.0,0.0,TA,TA,481.0,Gable,AllPub,ALQ,161.0,WD,1948,0.0,1,NA,GdWo,280.0,Wd Shng,None,RL,0.0,5,816.0,408.0,TA,0,Y,Artery,174.0,CBlock,TA,NA,TA,Inside,3,1,816.0,1,TA,0,0.0,2010,Y,0.0,1224.0,132000.0,1.5Fin,Pave,5,Names,NA,0.0,8.99516499031115,6.704414354964107,7.1098794630722715,11.790557201568507,62,6,0,1
Norm,TA,4,Lvl,GasA,198.0,Reg,1,Fin,5400.0,No,SBrkr,Typ,NA,Gtl,0,0.0,Detchd,1950,50,1Fam,TA,Rec,CBlock,664,535383070,CompShg,6,0.0,0.0,Fa,TA,315.0,Gable,AllPub,ALQ,420.0,WD,1920,0.0,0,NA,NA,338.0,CBlock,None,RL,0.0,10,840.0,534.0,TA,0,Y,Artery,105.0,PConc,TA,NA,TA,Corner,2,1,840.0,1,Ex,0,0.0,2009,Y,0.0,1374.0,105000.0,1.5Fin,Pave,6,OldTown,NA,0.0,8.594154232552366,6.733401891837359,7.2254814727822945,11.56171562913966,89,59,0,0
Norm,NA,5,Bnk,GasA,0.0,Reg,1,NA,5687.0,No,SBrkr,Typ,Grvl,Gtl,0,0.0,NA,2000,190,2FmCon,Fa,Unf,VinylSd,1516,909101180,CompShg,6,0.0,0.0,TA,Fa,210.0,Gable,AllPub,Rec,570.0,WD,1912,0.0,1,NA,NA,0.0,VinylSd,None,RL,0.0,3,936.0,780.0,NA,0,N,Norm,0.0,PConc,TA,NA,Fa,Inside,6,2,780.0,0,Ex,0,0.0,2008,N,0.0,1716.0,135900.0,2Story,Pave,9,SWISU,NA,184.0,8.645938147306799,6.841615476477592,7.447751280047908,11.819674600139235,96,8,0,1
Norm,TA,8,HLS,GasA,0.0,IR2,1,Fin,53504.0,Gd,SBrkr,Mod,NA,Mod,1,503.0,BuiltIn,2003,60,1Fam,TA,Unf,CemntBd,16,527216070,CompShg,5,0.0,210.0,Ex,Ex,1416.0,Hip,AllPub,ALQ,234.0,WD,2003,603.0,1,NA,NA,841.0,Wd Shng,BrkFace,RL,0.0,6,1690.0,1589.0,TA,1,Y,Norm,0.0,PConc,Gd,NA,TA,CulDSac,4,3,1650.0,3,Ex,0,0.0,2010,Y,0.0,3279.0,538000.0,2Story,Pave,12,StoneBr,Gd,36.0,10.887511696444374,7.432483807917119,8.095293776844649,13.195613839143922,7,7,1,1
Norm,NA,7,Lvl,GasA,0.0,Reg,1,NA,7500.0,No,SBrkr,Typ,NA,Gtl,0,0.0,NA,2006,20,1Fam,TA,Unf,VinylSd,1808,531363040,CompShg,5,0.0,0.0,Gd,Gd,0.0,Gable,AllPub,Unf,1143.0,WD,2006,0.0,0,NA,NA,0.0,VinylSd,None,RL,0.0,10,1143.0,0.0,NA,1,Y,Norm,0.0,PConc,Gd,NA,Gd,Inside,3,1,1143.0,0,Ex,0,0.0,2007,Y,0.0,1143.0,147000.0,1Story,Pave,5,SawyerW,NA,55.0,8.922658299524402,7.04141166379481,7.04141166379481,11.898187865760873,1,1,1,1
Norm,TA,9,Lvl,GasA,0.0,IR1,1,Fin,13173.0,No,SBrkr,Typ,NA,Gtl,2,404.0,Attchd,2007,20,1Fam,TA,Unf,VinylSd,425,528106070,CompShg,5,0.0,0.0,Gd,Ex,1572.0,Hip,AllPub,GLQ,80.0,WD,2006,300.0,1,NA,NA,840.0,VinylSd,Stone,RL,0.0,11,1652.0,0.0,TA,0,Y,Norm,0.0,PConc,Ex,NA,TA,Corner,2,2,1652.0,2,Ex,0,0.0,2009,Y,0.0,1652.0,325000.0,1Story,Pave,6,NridgHt,Ex,102.0,9.485924559229828,7.409741954080923,7.409741954080923,12.691580461311874,3,2,1,1
Norm,TA,5,Lvl,GasA,122.0,Reg,1,Unf,9488.0,No,SBrkr,Typ,NA,Gtl,0,0.0,Detchd,1993,20,1Fam,TA,Unf,VinylSd,1372,904100020,CompShg,6,0.0,0.0,Gd,TA,0.0,Gable,AllPub,Unf,1046.0,WD,1947,0.0,0,NA,NA,240.0,VinylSd,None,RL,0.0,9,1054.0,0.0,TA,0,N,Feedr,0.0,CBlock,TA,NA,TA,Inside,3,1,1046.0,1,Gd,0,0.0,2008,Y,0.0,1054.0,124000.0,1Story,Pave,6,Sawyer,NA,60.0,9.157783121237507,6.960347729101308,6.960347729101308,11.728036844587175,61,15,0,0
Norm,TA,5,Lvl,GasA,0.0,IR1,1,Unf,13526.0,No,SBrkr,Typ,NA,Gtl,0,180.0,Attchd,1965,20,1Fam,TA,LwQ,HdBoard,2495,532378070,CompShg,6,0.0,0.0,TA,TA,560.0,Hip,AllPub,BLQ,0.0,WD,1965,114.0,1,NA,MnPrv,288.0,Plywood,BrkFace,RL,0.0,11,935.0,0.0,TA,0,Y,Norm,375.0,CBlock,TA,NA,TA,CulDSac,3,1,935.0,1,TA,0,0.0,2006,Y,0.0,935.0,137000.0,1Story,Pave,5,Sawyer,NA,0.0,9.512369038134885,6.840546529288687,6.840546529288687,11.827736204810263,41,41,0,0
Norm,TA,4,Lvl,GasA,432.0,Reg,1,Unf,10410.0,No,SBrkr,Min2,Grvl,Gtl,1,0.0,Detchd,1950,50,1Fam,TA,Unf,MetalSd,661,535381040,CompShg,5,1064.0,0.0,TA,Gd,0.0,Gable,AllPub,Unf,1313.0,WD,1915,0.0,0,NA,NA,528.0,MetalSd,None,RL,0.0,6,1313.0,0.0,TA,0,Y,Norm,0.0,BrkTil,TA,NA,TA,Inside,3,2,1313.0,2,TA,0,0.0,2009,Y,0.0,2377.0,142900.0,1.5Fin,Pave,8,OldTown,TA,0.0,9.250522161609014,7.180069874302796,7.773594467360194,11.869900363917958,94,59,0,0
Norm,TA,5,Lvl,GasA,0.0,Reg,1,Unf,12000.0,No,SBrkr,Typ,NA,Gtl,0,0.0,Attchd,2005,20,1Fam,TA,ALQ,MetalSd,1301,902201140,CompShg,7,0.0,0.0,TA,Gd,144.0,Gable,AllPub,GLQ,172.0,WD,1948,0.0,1,NA,GdWo,528.0,MetalSd,None,RM,0.0,5,1122.0,0.0,TA,0,Y,Norm,608.0,CBlock,TA,NA,TA,Inside,2,1,924.0,2,Ex,0,0.0,2008,Y,0.0,1122.0,147000.0,1Story,Pave,6,OldTown,NA,36.0,9.392661928770137,7.022868086082641,7.022868086082641,11.898187865760873,60,3,0,1
Norm,TA,5,Lvl,GasA,0.0,IR1,1,RFn,7830.0,No,SBrkr,Typ,NA,Gtl,0,0.0,Attchd,1970,20,1Fam,TA,Unf,HdBoard,396,527404020,CompShg,5,0.0,0.0,TA,TA,0.0,Gable,AllPub,Unf,1180.0,COD,1970,0.0,0,NA,NA,477.0,HdBoard,None,RL,0.0,3,1180.0,0.0,TA,1,Y,Norm,0.0,CBlock,TA,NA,TA,Inside,2,1,1180.0,2,TA,0,0.0,2009,Y,0.0,1180.0,128000.0,1Story,Pave,6,Names,NA,45.0,8.965717788984849,7.07326971745971,7.07326971745971,11.759785542901755,39,39,0,0
Norm,TA,7,Bnk,GasA,330.0,IR1,1,Unf,8850.0,No,SBrkr,Typ,NA,Gtl,1,0.0,Detchd,1950,75,1Fam,TA,Unf,MetalSd,2663,902328100,CompShg,6,0.0,0.0,TA,TA,0.0,Gable,AllPub,Unf,815.0,ConLw,1916,0.0,0,NA,NA,225.0,MetalSd,None,RM,0.0,7,815.0,875.0,TA,0,Y,Norm,0.0,BrkTil,TA,NA,TA,Corner,3,1,815.0,1,Ex,0,0.0,2006,Y,0.0,1690.0,144000.0,2.5Unf,Pave,7,OldTown,Gd,0.0,9.088172738001974,6.703188113240863,7.432483807917119,11.877568578558138,90,56,0,0
Norm,TA,8,Lvl,GasA,0.0,IR1,1,RFn,7132.0,Mn,SBrkr,Typ,NA,Gtl,1,120.0,Attchd,2006,120,TwnhsE,TA,Unf,VinylSd,50,528181050,CompShg,5,0.0,0.0,Gd,Gd,24.0,Gable,AllPub,GLQ,1346.0,WD,2006,178.0,0,NA,NA,484.0,VinylSd,Stone,RL,0.0,4,1370.0,0.0,TA,0,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,2,2,1370.0,2,Ex,0,0.0,2010,Y,0.0,1370.0,205000.0,1Story,Pave,6,NridgHt,Gd,49.0,8.872346978983032,7.222566018822171,7.222566018822171,12.230765258120545,4,4,1,1
Norm,TA,5,Lvl,GasA,0.0,Reg,1,Fin,9937.0,No,SBrkr,Typ,NA,Gtl,0,0.0,Detchd,1999,20,1Fam,Gd,Unf,MetalSd,886,908102270,CompShg,7,0.0,0.0,TA,TA,637.0,Hip,AllPub,BLQ,849.0,WD,1964,0.0,1,NA,MnPrv,480.0,MetalSd,None,RL,0.0,3,1486.0,0.0,TA,0,Y,Norm,0.0,PConc,TA,NA,TA,Corner,3,1,1486.0,2,Ex,0,0.0,2009,Y,0.0,1486.0,167000.0,1Story,Pave,7,Edwards,NA,0.0,9.204020443231363,7.303843225277705,7.303843225277705,12.025749091398891,45,10,0,1
Norm,TA,5,Lvl,GasA,0.0,Reg,1,Unf,5720.0,No,SBrkr,Typ,NA,Gtl,0,26.0,Detchd,1950,50,1Fam,TA,Unf,Wd Sdng,696,902103170,CompShg,6,0.0,0.0,TA,TA,0.0,Gable,AllPub,Unf,676.0,WD,1941,0.0,0,NA,NA,200.0,Wd Sdng,None,RM,0.0,8,676.0,455.0,TA,1,Y,Artery,0.0,CBlock,TA,NA,TA,Inside,3,1,676.0,1,Ex,0,0.0,2009,Y,0.0,1131.0,66500.0,1.5Fin,Pave,5,OldTown,NA,0.0,8.651724084373843,6.516193076042964,7.030857476116121,11.104957226643945,68,59,0,0
Norm,TA,8,Lvl,GasA,0.0,IR1,1,Fin,12585.0,No,SBrkr,Typ,NA,Gtl,1,432.0,Attchd,1993,60,1Fam,TA,GLQ,HdBoard,2454,528366040,CompShg,5,0.0,0.0,Gd,Gd,247.0,Gable,AllPub,LwQ,0.0,WD,1993,420.0,1,NA,NA,704.0,ImStucc,BrkFace,RL,0.0,10,1565.0,1234.0,TA,1,Y,Norm,1039.0,PConc,Gd,NA,TA,Inside,3,2,1286.0,3,Ex,0,0.0,2006,Y,0.0,2799.0,315000.0,2Story,Pave,8,NoRidge,TA,136.0,9.440260907569415,7.355641102974253,7.937017489515454,12.66032791780777,13,13,0,0
Norm,TA,7,Lvl,GasA,0.0,IR1,1,Fin,11103.0,No,SBrkr,Typ,NA,Gtl,1,0.0,Attchd,2006,60,1Fam,TA,Unf,VinylSd,2106,906380140,CompShg,5,0.0,0.0,Gd,Gd,0.0,Gable,AllPub,Unf,728.0,New,2006,0.0,0,NA,NA,440.0,VinylSd,None,RL,0.0,7,728.0,728.0,TA,1,Y,Norm,0.0,PConc,Gd,NA,TA,Corner,3,2,728.0,2,Ex,0,0.0,2007,Y,0.0,1456.0,155835.0,2Story,Pave,8,CollgCr,TA,0.0,9.314970621054266,6.590301048196686,7.283448228756631,11.956553034172742,1,1,1,1
Norm,TA,8,Lvl,GasA,0.0,IR1,1,RFn,8013.0,No,SBrkr,Typ,NA,Gtl,0,52.0,Attchd,1996,120,TwnhsE,TA,Unf,CemntBd,353,527146010,CompShg,5,0.0,0.0,Gd,Gd,741.0,Gable,AllPub,GLQ,846.0,WD,1995,0.0,1,NA,NA,528.0,CmentBd,None,RL,0.0,9,1734.0,0.0,TA,0,Y,Norm,0.0,PConc,Gd,NA,TA,Corner,2,2,1587.0,2,Ex,0,0.0,2009,Y,0.0,1734.0,239500.0,1Story,Pave,6,StoneBr,NA,50.0,8.98882050177807,7.458186157340487,7.458186157340487,12.386308695833106,14,13,0,0
Norm,TA,9,Lvl,GasA,0.0,IR1,1,Fin,10872.0,Av,SBrkr,Typ,NA,Gtl,1,184.0,Attchd,2006,20,1Fam,TA,Unf,VinylSd,441,528120170,CompShg,5,0.0,0.0,Gd,Ex,1037.0,Gable,AllPub,GLQ,467.0,WD,2006,122.0,1,NA,NA,700.0,VinylSd,Stone,RL,0.0,2,1531.0,0.0,TA,0,Y,Norm,0.0,PConc,Ex,NA,Gd,Inside,2,2,1504.0,3,Ex,0,0.0,2009,Y,0.0,1531.0,300000.0,1Story,Pave,6,NridgHt,Gd,52.0,9.29394595583098,7.333676395657684,7.333676395657684,12.611537753638338,3,3,1,1
Norm,TA,8,Lvl,GasA,0.0,Reg,1,Fin,11305.0,Av,SBrkr,Typ,NA,Gtl,1,201.0,Attchd,2002,20,1Fam,TA,Unf,VinylSd,2270,916455150,CompShg,5,0.0,0.0,Gd,Gd,1329.0,Hip,AllPub,GLQ,593.0,WD,2002,886.0,1,NA,NA,692.0,VinylSd,BrkFace,RL,0.0,4,1922.0,0.0,TA,0,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,2,2,1922.0,3,Ex,0,0.0,2007,Y,0.0,1922.0,282000.0,1Story,Pave,6,Timber,Ex,64.0,9.33300038471207,7.561121589530238,7.561121589530238,12.54966234992025,5,5,1,1
Norm,TA,5,Lvl,GasA,0.0,Reg,1,RFn,9100.0,No,SBrkr,Typ,NA,Gtl,1,0.0,Attchd,1960,20,1Fam,TA,Unf,HdBoard,1924,535177020,CompShg,5,0.0,0.0,TA,TA,0.0,Hip,AllPub,Unf,1144.0,WD,1960,69.0,0,NA,NA,336.0,HdBoard,BrkCmn,RL,0.0,6,1144.0,0.0,TA,0,Y,Norm,0.0,CBlock,TA,NA,TA,Inside,3,1,1144.0,1,TA,0,0.0,2007,Y,0.0,1144.0,120000.0,1Story,Pave,6,Names,Gd,0.0,9.116029692504942,7.042286171939743,7.042286171939743,11.695247021764184,47,47,0,0
Norm,TA,7,Low,GasA,0.0,IR1,1,Unf,39104.0,Gd,SBrkr,Mod,NA,Sev,2,81.0,Attchd,2005,20,1Fam,TA,GLQ,Plywood,1402,905401045,Membran,7,0.0,0.0,TA,TA,226.0,Flat,AllPub,LwQ,96.0,WD,1954,0.0,1,NA,NA,439.0,Plywood,None,RL,0.0,4,1363.0,0.0,TA,0,Y,Norm,1063.0,CBlock,Gd,NA,TA,CulDSac,2,1,1385.0,2,Ex,0,0.0,2008,Y,0.0,1363.0,241500.0,1Story,Pave,5,ClearCr,TA,0.0,10.573980042531268,7.217443431696533,7.217443431696533,12.394624752074764,54,3,0,1
Norm,TA,9,Lvl,GasA,0.0,IR1,1,Fin,10110.0,No,SBrkr,Typ,NA,Gtl,1,0.0,Attchd,2008,120,TwnhsE,TA,Unf,MetalSd,1070,528180110,CompShg,5,0.0,0.0,Ex,Ex,372.0,Hip,AllPub,GLQ,1486.0,New,2008,492.0,1,NA,NA,870.0,MetalSd,BrkFace,RL,0.0,11,1866.0,0.0,TA,0,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,2,2,1858.0,3,Ex,0,0.0,2008,Y,0.0,1866.0,336860.0,1Story,Pave,7,NridgHt,Gd,48.0,9.221280312014517,7.531552381407289,7.531552381407289,12.727422692752377,0,0,1,1
Norm,Fa,3,Lvl,GasA,48.0,Reg,1,Unf,9786.0,No,SBrkr,Typ,NA,Gtl,1,0.0,Detchd,1950,30,1Fam,TA,Unf,Wd Sdng,2696,903456060,CompShg,4,0.0,0.0,TA,TA,0.0,Hip,AllPub,Unf,1007.0,WD,1922,0.0,0,NA,NA,210.0,Wd Sdng,None,RM,0.0,5,1077.0,0.0,TA,0,N,Norm,0.0,BrkTil,TA,NA,Fa,Inside,3,1,1007.0,1,Fa,0,0.0,2006,P,0.0,1077.0,91000.0,1Story,Pave,6,IDOTRR,Gd,100.0,9.188708071849069,6.981934677156389,6.981934677156389,11.418614785498987,84,56,0,0
Norm,TA,7,HLS,GasA,0.0,IR1,1,Fin,3811.0,Gd,SBrkr,Typ,NA,Mod,1,128.0,Attchd,2005,120,TwnhsE,TA,Unf,CemntBd,1562,911370520,CompShg,5,0.0,155.0,Gd,Ex,1474.0,Hip,AllPub,GLQ,120.0,WD,2004,174.0,1,NA,NA,482.0,CmentBd,Stone,RM,0.0,7,1646.0,0.0,TA,0,Y,Norm,0.0,PConc,Ex,NA,TA,Inside,2,2,1594.0,2,Ex,1,0.0,2008,Y,0.0,1646.0,250000.0,1Story,Pave,5,Crawfor,Gd,53.0,8.24564690087386,7.406103381237015,7.406103381237015,12.429216196844383,4,3,1,1
Norm,TA,7,Lvl,GasA,0.0,Reg,1,Fin,3010.0,Av,SBrkr,Typ,NA,Gtl,0,108.0,Attchd,2006,120,TwnhsE,TA,Unf,VinylSd,2426,528228545,CompShg,5,0.0,0.0,Gd,Gd,16.0,Gable,AllPub,GLQ,1232.0,New,2005,16.0,0,NA,NA,438.0,VinylSd,BrkFace,RL,0.0,3,1248.0,0.0,TA,0,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,2,2,1248.0,2,Ex,0,0.0,2006,Y,0.0,1248.0,167240.0,1Story,Pave,5,Blmngtn,NA,0.0,8.009695357742922,7.129297548929373,7.129297548929373,12.0271851854705,1,0,1,1
Norm,TA,7,Lvl,GasA,0.0,IR1,1,RFn,3435.0,No,SBrkr,Typ,Pave,Gtl,0,0.0,Attchd,2005,120,TwnhsE,TA,Unf,MetalSd,1162,533208140,CompShg,5,0.0,0.0,Gd,Gd,24.0,Gable,AllPub,GLQ,1211.0,WD,2004,0.0,0,NA,NA,495.0,MetalSd,None,FV,0.0,6,1245.0,0.0,TA,0,Y,Norm,0.0,PConc,Gd,NA,TA,Corner,1,2,1235.0,2,Ex,0,0.0,2008,Y,0.0,1245.0,178000.0,1Story,Pave,5,Somerst,NA,100.0,8.14177220465645,7.126890808898808,7.126890808898808,12.089538829274222,4,3,1,1
Norm,TA,6,Lvl,GasA,0.0,Reg,1,Fin,10800.0,No,SBrkr,Typ,NA,Gtl,0,0.0,Attchd,1963,20,1Fam,TA,Rec,HdBoard,1874,534178010,CompShg,5,0.0,0.0,TA,TA,617.0,Gable,AllPub,BLQ,171.0,COD,1963,203.0,1,NA,NA,311.0,HdBoard,BrkFace,RL,0.0,2,1052.0,0.0,TA,0,Y,Norm,264.0,CBlock,TA,NA,TA,Inside,3,1,1052.0,1,TA,0,0.0,2007,Y,0.0,1052.0,127000.0,1Story,Pave,6,NWAmes,NA,133.0,9.287301413112312,6.9584483932976555,6.9584483932976555,11.751942365440728,44,44,0,0
Norm,TA,6,Lvl,GasA,0.0,IR1,1,RFn,10456.0,No,SBrkr,Typ,NA,Gtl,0,0.0,Attchd,1967,20,1Fam,TA,Unf,HdBoard,111,534129040,CompShg,6,0.0,0.0,TA,TA,506.0,Hip,AllPub,GLQ,1323.0,WD,1967,120.0,1,NA,NA,535.0,HdBoard,BrkFace,RL,0.0,5,1829.0,0.0,TA,0,Y,Norm,0.0,CBlock,TA,NA,TA,Inside,4,2,1829.0,2,Gd,0,0.0,2010,Y,0.0,1829.0,218500.0,1Story,Pave,8,NWAmes,NA,76.0,9.254931255304058,7.511524648390866,7.511524648390866,12.294541293517781,43,43,0,0
Norm,TA,4,Lvl,GasA,0.0,IR1,1,Unf,8475.0,No,FuseA,Typ,NA,Gtl,0,0.0,Detchd,1956,20,1Fam,TA,Unf,VinylSd,1207,534277070,CompShg,7,0.0,0.0,TA,TA,228.0,Gable,AllPub,ALQ,724.0,WD,1956,0.0,0,NA,NA,283.0,VinylSd,None,RL,0.0,4,952.0,0.0,TA,0,Y,Norm,0.0,CBlock,TA,NA,TA,Inside,2,1,952.0,1,Ex,0,0.0,2008,Y,0.0,952.0,135750.0,1Story,Pave,4,Names,NA,0.0,9.044875932248651,6.858565034791365,6.858565034791365,11.818570237796182,52,52,0,0
Norm,TA,7,Lvl,GasA,0.0,Reg,1,RFn,8197.0,No,SBrkr,Typ,NA,Gtl,0,252.0,Attchd,2009,20,1Fam,TA,Unf,VinylSd,140,535152050,CompShg,5,0.0,0.0,Gd,Gd,1188.0,Gable,AllPub,GLQ,292.0,WD,2003,506.0,1,Shed,MnPrv,620.0,VinylSd,BrkFace,RL,0.0,2,1480.0,0.0,TA,0,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,3,2,1480.0,2,Ex,0,0.0,2010,Y,300.0,1480.0,214000.0,1Story,Pave,7,Names,NA,73.0,9.011523512653032,7.299797366758161,7.299797366758161,12.273731294003989,7,1,1,1
Norm,TA,8,Lvl,GasA,0.0,IR1,1,Fin,10994.0,No,SBrkr,Typ,NA,Gtl,1,165.0,Attchd,2006,20,1Fam,TA,Unf,VinylSd,545,531382070,CompShg,5,0.0,0.0,Gd,Gd,976.0,Gable,AllPub,GLQ,868.0,COD,2005,366.0,1,NA,NA,620.0,VinylSd,Stone,RL,0.0,9,1844.0,0.0,TA,0,Y,Norm,0.0,PConc,Gd,NA,Gd,Corner,2,2,1844.0,2,Ex,0,0.0,2009,Y,0.0,1844.0,257000.0,1Story,Pave,7,SawyerW,Gd,44.0,9.305104948420606,7.519692404116539,7.519692404116539,12.456831363877356,4,3,1,1
Norm,TA,6,Lvl,GasA,0.0,Reg,1,Unf,6000.0,No,SBrkr,Typ,NA,Gtl,0,272.0,Detchd,2000,50,1Fam,Gd,LwQ,Wd Sdng,1338,903228040,CompShg,7,0.0,0.0,TA,TA,201.0,Gable,AllPub,Rec,462.0,WD,1937,0.0,0,NA,GdPrv,672.0,Wd Sdng,None,RM,0.0,5,825.0,672.0,TA,0,Y,Norm,162.0,BrkTil,TA,NA,TA,Inside,3,2,825.0,1,Ex,0,0.0,2008,Y,0.0,1497.0,157000.0,1.5Fin,Pave,5,BrkSide,NA,0.0,8.699514748210191,6.715383386334681,7.311218384419629,11.964001084330445,71,8,0,1
Norm,TA,5,Lvl,GasA,0.0,Reg,1,Unf,7288.0,Mn,SBrkr,Typ,NA,Gtl,0,160.0,Detchd,1950,30,1Fam,TA,Unf,MetalSd,2873,910200020,CompShg,6,0.0,0.0,TA,TA,305.0,Gable,AllPub,Rec,671.0,WD,1942,0.0,1,NA,NA,215.0,MetalSd,None,RM,0.0,8,976.0,0.0,TA,0,N,Artery,0.0,CBlock,TA,NA,TA,Inside,2,1,976.0,1,TA,0,0.0,2006,N,0.0,976.0,102000.0,1Story,Pave,5,IDOTRR,NA,0.0,8.893984438939794,6.883462586413092,6.883462586413092,11.532728092266408,64,56,0,0
Norm,TA,5,HLS,GasA,44.0,IR1,1,Unf,13360.0,No,SBrkr,Typ,Grvl,Gtl,0,0.0,Detchd,2006,30,1Fam,Gd,Unf,Wd Sdng,924,909277100,CompShg,7,0.0,0.0,TA,TA,713.0,Gable,AllPub,ALQ,163.0,WD,1921,0.0,1,NA,NA,432.0,Wd Sdng,None,RL,0.0,8,964.0,0.0,TA,0,Y,Norm,0.0,BrkTil,Gd,NA,TA,Inside,2,1,876.0,2,Ex,0,0.0,2009,Y,0.0,964.0,163500.0,1Story,Pave,5,Crawfor,NA,0.0,9.500020447090638,6.871091294610546,6.871091294610546,12.004568269319446,88,3,0,1
Norm,TA,7,Lvl,GasA,0.0,IR1,1,RFn,10335.0,Gd,SBrkr,Typ,NA,Gtl,0,144.0,Attchd,1999,20,1Fam,TA,Unf,VinylSd,844,907180130,CompShg,5,0.0,0.0,Gd,Gd,679.0,Gable,AllPub,GLQ,811.0,WD,1999,183.0,1,NA,NA,577.0,VinylSd,BrkFace,RL,0.0,6,1501.0,0.0,TA,0,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,3,2,1490.0,2,Ex,0,0.0,2009,Y,0.0,1501.0,204000.0,1Story,Pave,6,CollgCr,NA,29.0,9.24329147211587,7.313886831633462,7.313886831633462,12.225875272826354,10,10,1,1
