Yr Sold,Garage Cond,SalePrice,2nd Flr SF,Exter Qual,Condition 2,Pool QC,Paved Drive,Half Bath,Exter Cond,Functional,Full Bath,MS SubClass,Electrical,Mas Vnr Type,Land Contour,Kitchen Qual,1st Flr SF,Garage Qual,Mo Sold,MS Zoning,Heating,BsmtFin Type 1,BsmtFin SF 2,Roof Matl,Total Bsmt SF,Low Qual Fin SF,Sale Type,Wood Deck SF,TotRms AbvGrd,Screen Porch,Garage Type,Neighborhood,Land Slope,BsmtFin Type 2,Heating QC,Condition 1,Bldg Type,PID,Fireplaces,Pool Area,Fence,Mas Vnr Area,Lot Config,Enclosed Porch,Central Air,Gr Liv Area,Street,Alley,Garage Cars,House Style,Misc Val,Bsmt Half Bath,Fireplace Qu,Garage Finish,Overall Qual,Id,Lot Area,Utilities,Year Remod/Add,Garage Area,Foundation,Year Built,Open Porch SF,Misc Feature,BsmtFin SF 1,3Ssn Porch,Exterior 1st,Roof Style,Bsmt Cond,Exterior 2nd,Bsmt Qual,Overall Cond,Kitchen AbvGr,Bsmt Unf SF,Lot Shape,Bsmt Full Bath,Bedroom AbvGr,Bsmt Exposure,log-Lot Area,log-1st Flr SF,log-Gr Liv Area,log-SalePrice
2008,3.0,178400.0,0.0,5,Norm,0,Y,0,3,8,1,85,SBrkr,Stone,Lvl,5,999.0,3,7,RL,GasA,5,0.0,CompShg,944.0,0.0,WD,144.0,6,0.0,Attchd,Names,1,1,4,Norm,1Fam,534252090,0,0.0,NA,210.0,Corner,0.0,Y,999.0,Pave,NA,2,SFoyer,0.0,0,0,RFn,7,1203,12122.0,4,2007,588.0,CBlock,1961,76.0,NA,867.0,0.0,CemntBd,Gable,3,CmentBd,3,9,1,77.0,2,1,3,3,9.402777262511231,6.906754778648554,6.906754778648554,12.091783499128047
2007,-1.0,150000.0,0.0,3,Norm,0,N,0,3,8,2,90,SBrkr,None,Lvl,3,1440.0,0,8,RL,GasA,6,0.0,CompShg,1440.0,0.0,Oth,321.0,8,0.0,NA,Edwards,1,1,3,Norm,Duplx,905476160,0,0.0,NA,0.0,Inside,0.0,Y,1440.0,Pave,NA,0,1Story,0.0,0,0,NA,4,2083,7711.0,4,1977,0.0,PConc,1977,0.0,NA,1440.0,0.0,MetalSd,Gable,3,MetalSd,4,3,2,0.0,2,2,4,4,8.95040315983296,7.272398392570047,7.272398392570047,11.918390573078392
2007,3.0,217000.0,900.0,4,Norm,0,Y,1,3,8,2,60,SBrkr,BrkFace,Lvl,3,853.0,3,3,RL,GasA,6,0.0,CompShg,853.0,0.0,WD,0.0,7,0.0,Attchd,CollgCr,1,1,5,Norm,1Fam,907187060,1,0.0,NA,290.0,CulDSac,0.0,Y,1753.0,Pave,NA,2,2Story,0.0,0,2,RFn,7,2130,12352.0,4,1999,534.0,PConc,1998,74.0,NA,638.0,0.0,VinylSd,Gable,3,VinylSd,4,5,1,215.0,3,1,3,1,9.421573272264558,6.748759547491679,7.469083884921234,12.287652632522597
2006,3.0,252000.0,848.0,4,Norm,0,Y,1,3,8,2,60,SBrkr,Stone,Lvl,4,1116.0,3,1,RL,GasA,1,0.0,CompShg,1100.0,0.0,New,200.0,8,0.0,BuiltIn,Somerst,1,1,5,RRAn,1Fam,528429060,1,0.0,NA,192.0,Inside,0.0,Y,1964.0,Pave,NA,2,2Story,0.0,0,4,Fin,8,2455,12447.0,4,2006,760.0,PConc,2005,70.0,NA,0.0,0.0,CemntBd,Gable,4,CmentBd,4,5,1,1100.0,2,0,3,1,9.429234909000977,7.017506142941256,7.582738488914411,12.437184366493561
2009,3.0,152000.0,0.0,4,Norm,0,Y,1,3,8,1,20,SBrkr,None,Lvl,4,1141.0,3,6,RL,GasA,6,0.0,CompShg,1141.0,0.0,WD,182.0,6,0.0,Detchd,SawyerW,1,1,5,Norm,1Fam,531363030,0,0.0,NA,0.0,Inside,0.0,Y,1141.0,Pave,NA,2,1Story,0.0,0,0,RFn,7,535,7500.0,4,2006,484.0,PConc,2006,0.0,NA,54.0,0.0,VinylSd,Gable,4,VinylSd,4,5,1,1087.0,1,1,3,1,8.922658299524402,7.039660349862076,7.039660349862076,11.931635799828413
2007,3.0,132000.0,0.0,3,Norm,0,Y,0,3,8,1,45,FuseA,None,Lvl,3,854.0,3,7,RM,GasA,1,0.0,CompShg,832.0,0.0,WD,48.0,5,0.0,Detchd,BrkSide,1,1,5,Norm,1Fam,903233140,0,0.0,GdPrv,0.0,Corner,0.0,Y,854.0,Pave,NA,2,1.5Unf,0.0,0,0,Unf,7,2019,6120.0,4,2001,576.0,BrkTil,1929,112.0,NA,0.0,0.0,Wd Sdng,Gable,3,Wd Sdng,3,8,1,832.0,1,0,2,1,8.719317375506371,6.74993119378857,6.74993119378857,11.790557201568507
2006,3.0,120000.0,297.0,3,Norm,0,Y,1,3,8,1,50,SBrkr,None,Lvl,3,885.0,2,5,RM,GasA,3,0.0,CompShg,770.0,0.0,WD,0.0,5,0.0,Detchd,OldTown,1,1,3,Norm,1Fam,902206090,0,0.0,GdWo,0.0,Inside,0.0,Y,1182.0,Pave,NA,1,1.5Fin,0.0,0,0,Unf,6,2655,9576.0,4,1950,378.0,CBlock,1945,0.0,NA,310.0,0.0,VinylSd,Gable,3,VinylSd,2,7,1,460.0,1,0,3,1,9.16701524723781,6.785587645007929,7.074963197966044,11.695247021764184
2006,3.0,338500.0,466.0,5,Norm,0,Y,1,3,8,2,60,SBrkr,BrkFace,Lvl,5,1625.0,3,5,RL,GasA,6,0.0,CompShg,1606.0,0.0,New,194.0,8,0.0,Attchd,NridgHt,1,1,5,Norm,1Fam,528120140,1,0.0,NA,385.0,Inside,0.0,Y,2091.0,Pave,NA,2,2Story,0.0,0,4,RFn,9,2391,9942.0,4,2006,521.0,PConc,2005,84.0,NA,1290.0,0.0,MetalSd,Gable,4,MetalSd,5,5,1,316.0,2,1,3,3,9.204523486654617,7.393263094763838,7.645397699428633,12.732279371334467
2010,3.0,105000.0,0.0,3,Norm,0,N,0,3,8,1,30,SBrkr,None,Lvl,3,985.0,3,4,RL,GasA,1,0.0,CompShg,576.0,0.0,WD,0.0,4,0.0,Detchd,Names,1,1,4,Norm,1Fam,535325400,0,0.0,NA,0.0,Corner,0.0,Y,985.0,Pave,NA,2,1Story,0.0,1,0,Unf,4,154,7898.0,4,1994,676.0,BrkTil,1920,0.0,NA,0.0,0.0,MetalSd,Gable,3,MetalSd,3,7,1,576.0,1,0,2,1,8.974364841846596,6.892641641172089,6.892641641172089,11.56171562913966
2008,3.0,175000.0,717.0,3,Norm,0,Y,1,3,8,2,60,SBrkr,None,HLS,3,729.0,3,8,RL,GasA,6,0.0,CompShg,729.0,0.0,WD,264.0,6,0.0,Attchd,Gilbert,1,1,5,Norm,1Fam,527107210,1,0.0,NA,0.0,FR2,0.0,Y,1446.0,Pave,NA,2,2Story,0.0,1,3,Unf,7,999,21872.0,4,1997,406.0,PConc,1996,22.0,NA,604.0,0.0,HdBoard,Gable,3,HdBoard,4,5,1,125.0,3,0,3,4,9.99296255896373,6.591673732008658,7.27655640271871,12.072541252905651
2008,3.0,192000.0,866.0,3,Norm,0,Y,1,3,8,2,60,SBrkr,BrkFace,Lvl,3,1156.0,3,3,RL,GasA,4,0.0,CompShg,1160.0,0.0,WD,288.0,8,0.0,Attchd,ClearCr,1,1,5,Norm,1Fam,905352030,1,0.0,NA,299.0,Inside,0.0,Y,2022.0,Pave,NA,2,2Story,0.0,0,3,Fin,7,1400,10005.0,4,1977,505.0,CBlock,1977,117.0,NA,392.0,0.0,Plywood,Hip,3,Plywood,4,5,1,768.0,1,0,4,1,9.210840247017833,7.052721049232323,7.611842399580417,12.165250651009918
2006,3.0,195000.0,1101.0,4,Norm,0,Y,1,3,8,2,60,SBrkr,None,Lvl,4,847.0,3,9,RL,GasA,1,0.0,CompShg,847.0,0.0,WD,100.0,8,0.0,BuiltIn,CollgCr,1,1,5,Norm,1Fam,907401080,1,0.0,NA,0.0,FR2,0.0,Y,1948.0,Pave,NA,2,2Story,0.0,0,4,Fin,7,2807,12393.0,4,2005,434.0,PConc,2004,48.0,NA,0.0,0.0,VinylSd,Gable,3,VinylSd,4,5,1,847.0,3,0,4,1,9.424887076064874,6.741700694652055,7.5745584842024805,12.180754837545884
2009,3.0,210000.0,804.0,4,Norm,0,Y,1,3,8,2,60,SBrkr,None,Lvl,4,786.0,3,6,FV,GasA,1,0.0,CompShg,768.0,0.0,WD,0.0,6,0.0,Attchd,Somerst,1,1,5,Norm,1Fam,528456220,0,0.0,NA,0.0,Inside,0.0,Y,1590.0,Pave,NA,2,2Story,0.0,0,0,RFn,8,516,9000.0,4,2008,676.0,PConc,2008,30.0,NA,0.0,0.0,VinylSd,Gable,3,VinylSd,4,5,1,768.0,1,0,3,1,9.104979856318357,6.666956792429207,7.371489295214277,12.254862809699606
2007,3.0,211000.0,1101.0,4,Norm,0,Y,1,3,8,2,60,SBrkr,BrkFace,Lvl,4,847.0,3,7,RL,GasA,1,0.0,CompShg,847.0,0.0,WD,0.0,8,0.0,BuiltIn,Gilbert,1,1,5,Norm,1Fam,528250070,1,0.0,NA,16.0,Inside,0.0,Y,1948.0,Pave,NA,2,2Story,0.0,0,4,Fin,7,1753,7875.0,4,2003,434.0,PConc,2003,48.0,NA,0.0,0.0,VinylSd,Gable,3,VinylSd,4,5,1,847.0,1,0,4,1,8.971448463693834,6.741700694652055,7.5745584842024805,12.259613412458204
2009,3.0,128000.0,567.0,3,Norm,0,Y,0,3,8,1,50,SBrkr,None,Lvl,3,757.0,3,7,RM,GasA,4,0.0,CompShg,672.0,0.0,WD,0.0,6,0.0,Detchd,BrkSide,1,1,3,Norm,1Fam,903226130,0,0.0,NA,0.0,Inside,0.0,Y,1324.0,Pave,NA,1,1.5Fin,0.0,0,0,Unf,4,734,6000.0,4,1950,240.0,BrkTil,1936,0.0,NA,672.0,0.0,MetalSd,Gable,3,MetalSd,3,6,1,0.0,1,0,3,1,8.699514748210191,6.6293632534374485,7.188412736496954,11.759785542901755
2008,3.0,180500.0,0.0,3,Norm,0,Y,0,3,8,2,20,SBrkr,BrkFace,Lvl,3,1425.0,3,7,RL,GasA,4,0.0,CompShg,1425.0,0.0,WD,0.0,7,0.0,Attchd,Names,1,1,4,Norm,1Fam,534400060,1,0.0,NA,272.0,Inside,0.0,Y,1425.0,Pave,NA,2,1Story,0.0,0,4,RFn,6,1209,10175.0,4,1964,576.0,CBlock,1964,0.0,NA,490.0,407.0,HdBoard,Gable,3,Plywood,3,5,1,935.0,2,0,3,1,9.227689010310796,7.261927092702751,7.261927092702751,12.103486056755072
2007,3.0,90000.0,915.0,3,Norm,0,Y,0,3,6,2,190,SBrkr,None,Lvl,3,1422.0,3,9,RM,GasA,1,0.0,CompShg,662.0,0.0,WD,0.0,10,0.0,Detchd,OldTown,1,1,3,Norm,2FmCon,902302150,0,0.0,NA,0.0,Inside,0.0,N,2337.0,Pave,Grvl,2,2Story,0.0,0,0,Unf,5,1994,13600.0,4,1950,560.0,BrkTil,1900,57.0,NA,0.0,0.0,Wd Sdng,Gable,3,Wd Sdng,3,5,2,662.0,1,0,5,1,9.517825071724143,7.259819610363186,7.756623334538858,11.407564949312402
2007,3.0,138500.0,0.0,3,Norm,0,Y,0,3,8,1,45,SBrkr,None,Lvl,3,908.0,3,10,RL,GasA,2,259.0,CompShg,822.0,0.0,WD,284.0,4,192.0,Attchd,Names,1,3,3,Norm,1Fam,534431020,0,0.0,MnPrv,0.0,Inside,0.0,Y,908.0,Pave,NA,2,1.5Unf,0.0,0,0,Unf,5,1901,12172.0,4,1996,512.0,PConc,1940,24.0,NA,130.0,0.0,Wd Sdng,Gable,3,HdBoard,3,7,1,433.0,1,0,2,1,9.406893511016861,6.811244378601294,6.811244378601294,11.83862560460953
2006,3.0,169985.0,754.0,4,Norm,0,Y,1,3,8,2,60,SBrkr,None,Lvl,4,738.0,3,9,RL,GasA,1,0.0,CompShg,738.0,0.0,New,0.0,8,0.0,Attchd,Gilbert,1,1,5,RRAn,1Fam,528218080,0,0.0,NA,0.0,Inside,0.0,Y,1492.0,Pave,NA,2,2Story,0.0,0,0,Fin,7,2413,10237.0,4,2006,440.0,PConc,2006,32.0,NA,0.0,0.0,VinylSd,Gable,3,VinylSd,4,5,1,738.0,1,0,3,1,9.233763886919771,6.6039438246004725,7.307872780763706,12.043465476845318
2006,3.0,146000.0,0.0,3,Norm,0,Y,0,3,8,1,20,SBrkr,None,Lvl,3,1150.0,3,7,RL,GasA,6,0.0,CompShg,1150.0,0.0,WD,0.0,6,162.0,Attchd,Names,1,1,3,Norm,1Fam,535457070,0,0.0,NA,0.0,Inside,0.0,Y,1150.0,Pave,NA,1,1Story,0.0,0,0,RFn,5,2630,7000.0,4,1961,288.0,CBlock,1961,0.0,NA,781.0,0.0,BrkFace,Hip,3,BrkFace,3,4,1,369.0,1,0,3,1,8.85366542803745,7.047517221357296,7.047517221357296,11.891361900690473
2008,3.0,228000.0,1017.0,4,Norm,0,Y,1,3,8,2,60,SBrkr,None,Lvl,4,1080.0,3,12,RL,GasA,4,531.0,CompShg,1080.0,0.0,WD,196.0,9,0.0,Attchd,SawyerW,1,6,5,Norm,1Fam,906420130,1,0.0,NA,0.0,CulDSac,0.0,Y,2097.0,Pave,NA,3,2Story,0.0,1,3,Unf,7,1428,11228.0,4,1993,678.0,PConc,1993,187.0,NA,50.0,0.0,VinylSd,Gable,3,VinylSd,4,5,1,499.0,3,0,3,1,9.326165937481774,6.984716320118266,7.64826303090192,12.337100907936577
2008,3.0,159000.0,0.0,3,Norm,0,Y,1,3,8,1,20,FuseA,None,Lvl,4,1256.0,3,5,RL,GasA,4,488.0,CompShg,1256.0,0.0,WD,0.0,6,0.0,Attchd,Names,1,3,4,Norm,1Fam,535453020,0,0.0,NA,0.0,Inside,0.0,Y,1256.0,Pave,NA,1,1Story,0.0,0,0,RFn,5,1271,8000.0,4,1959,311.0,PConc,1959,240.0,NA,476.0,0.0,BrkFace,Gable,3,Wd Sdng,3,6,1,292.0,1,1,3,1,8.987196820661973,7.135687347028144,7.135687347028144,11.976659481202368
2006,3.0,266000.0,844.0,4,Norm,0,Y,1,3,8,2,60,SBrkr,None,Lvl,4,1095.0,3,8,FV,GasA,1,0.0,CompShg,1095.0,0.0,New,192.0,8,0.0,Attchd,Somerst,1,1,4,Norm,1Fam,528480070,1,0.0,NA,0.0,Inside,0.0,Y,1939.0,Pave,NA,3,2Story,0.0,0,4,RFn,8,2464,10728.0,4,2006,1053.0,PConc,2006,51.0,NA,0.0,0.0,VinylSd,Gable,3,VinylSd,4,5,1,1095.0,1,0,3,2,9.280612424961515,6.9985096422506015,7.569927655242652,12.491251587763836
2006,3.0,139000.0,750.0,3,Norm,0,Y,1,4,8,1,50,SBrkr,BrkFace,Lvl,4,816.0,3,8,RM,GasA,1,0.0,CompShg,816.0,0.0,WD,24.0,7,0.0,Detchd,OldTown,1,1,5,Norm,1Fam,902204120,0,0.0,MnPrv,145.0,Inside,296.0,Y,1566.0,Pave,NA,2,1.5Fin,0.0,0,0,Unf,5,2653,6000.0,4,1950,450.0,PConc,1924,0.0,NA,0.0,0.0,MetalSd,Gable,3,MetalSd,3,7,1,816.0,1,0,5,1,8.699514748210191,6.704414354964107,7.356279876550748,11.842229212112828
2008,-1.0,91900.0,0.0,3,Norm,0,Y,0,3,8,1,190,FuseP,None,Lvl,3,784.0,0,5,RL,GasA,5,0.0,CompShg,784.0,0.0,WD,112.0,4,0.0,NA,Edwards,1,1,3,Norm,2FmCon,908225170,0,0.0,NA,0.0,Inside,0.0,N,784.0,Pave,NA,0,1Story,0.0,0,0,NA,4,1505,6931.0,4,1955,0.0,CBlock,1955,0.0,NA,784.0,0.0,Wd Sdng,Hip,3,Wd Sdng,3,5,1,0.0,1,1,2,3,8.843759381917984,6.664409020350408,6.664409020350408,11.428456308343778
2007,3.0,212999.0,0.0,4,Norm,0,Y,0,3,8,2,20,SBrkr,BrkFace,Lvl,4,1500.0,3,6,RL,GasA,6,0.0,CompShg,1489.0,0.0,WD,144.0,7,0.0,Attchd,CollgCr,1,1,5,Norm,1Fam,906382060,1,0.0,NA,132.0,Inside,0.0,Y,1500.0,Pave,NA,2,1Story,0.0,0,4,RFn,8,2110,8760.0,4,2006,674.0,PConc,2006,38.0,NA,36.0,0.0,VinylSd,Gable,3,VinylSd,4,5,1,1453.0,1,0,3,1,9.077951183930438,7.313220387090301,7.313220387090301,12.26904274984486
2006,3.0,326000.0,0.0,4,Norm,0,Y,0,3,8,2,20,SBrkr,BrkFace,Lvl,4,1850.0,3,3,RL,GasA,6,0.0,CompShg,1833.0,0.0,WD,519.0,8,0.0,Attchd,NridgHt,1,1,5,Norm,1Fam,528116030,1,0.0,NA,378.0,FR2,0.0,Y,1850.0,Pave,NA,3,1Story,0.0,0,4,Fin,9,2386,16033.0,4,2005,772.0,PConc,2004,112.0,NA,1261.0,0.0,VinylSd,Hip,3,VinylSd,5,5,1,572.0,2,1,3,4,9.682404377188837,7.52294091807237,7.52294091807237,12.694652660348845
2008,3.0,179000.0,702.0,4,Norm,0,Y,1,3,8,2,60,SBrkr,None,Lvl,4,813.0,3,7,RL,GasA,1,0.0,CompShg,789.0,0.0,WD,0.0,8,0.0,Attchd,Gilbert,1,1,5,Norm,1Fam,528235020,1,0.0,NA,0.0,Inside,0.0,Y,1515.0,Pave,NA,2,2Story,0.0,0,4,Fin,6,1086,9024.0,4,2004,393.0,PConc,2004,75.0,NA,0.0,0.0,VinylSd,Gable,3,VinylSd,4,5,1,789.0,2,0,3,1,9.10764297373784,6.70073110954781,7.323170717943469,12.095141084822892
2008,3.0,294000.0,0.0,4,Norm,0,Y,0,3,8,2,20,SBrkr,Stone,HLS,4,1537.0,3,4,RL,GasA,6,0.0,CompShg,1518.0,0.0,WD,0.0,8,0.0,Attchd,Timber,1,1,5,Norm,1Fam,916380060,0,0.0,NA,258.0,Inside,0.0,Y,1537.0,Pave,NA,3,1Story,0.0,0,0,Fin,8,1574,11563.0,4,2007,788.0,PConc,2006,26.0,NA,1036.0,0.0,VinylSd,Hip,3,VinylSd,5,5,1,482.0,2,1,3,4,9.355565624128962,7.337587743538596,7.337587743538596,12.591335046320818
2009,3.0,97000.0,504.0,3,Norm,0,Y,1,3,8,1,160,SBrkr,BrkFace,Lvl,3,483.0,3,7,RM,GasA,3,294.0,CompShg,483.0,0.0,WD,0.0,5,0.0,Detchd,BrDale,1,2,3,Norm,TwnhsI,527451540,0,0.0,NA,425.0,Inside,0.0,Y,987.0,Pave,NA,1,2Story,0.0,0,0,Unf,6,406,1680.0,4,1972,288.0,CBlock,1972,0.0,NA,110.0,0.0,HdBoard,Gable,3,HdBoard,3,6,1,79.0,1,1,2,1,7.426549072397305,6.180016653652572,6.894670039433482,11.48246625748552
2006,3.0,239799.0,571.0,4,Norm,0,Y,1,3,8,2,60,SBrkr,None,Lvl,4,1391.0,3,8,RL,GasA,6,0.0,CompShg,1391.0,0.0,New,0.0,7,0.0,Attchd,CollgCr,1,1,5,Norm,1Fam,906382050,0,0.0,NA,0.0,Inside,0.0,Y,1962.0,Pave,NA,3,2Story,0.0,0,0,RFn,7,2757,8760.0,4,2006,868.0,PConc,2006,90.0,NA,464.0,0.0,VinylSd,Gable,4,VinylSd,4,5,1,927.0,1,0,3,2,9.077951183930438,7.237778191923443,7.581719640125308,12.38755635142507
2006,3.0,161000.0,0.0,3,Norm,0,Y,0,3,7,1,20,SBrkr,None,Lvl,3,1433.0,3,6,RL,GasA,4,0.0,CompShg,1251.0,0.0,WD,144.0,7,0.0,Attchd,Names,1,1,3,Norm,1Fam,534455080,1,0.0,NA,0.0,Inside,205.0,Y,1433.0,Pave,NA,2,1Story,0.0,0,4,Unf,5,2559,9600.0,4,1990,441.0,CBlock,1961,0.0,NA,915.0,0.0,WdShing,Gable,3,Wd Shng,3,6,1,336.0,1,1,3,2,9.169518377455928,7.267525427828172,7.267525427828172,11.9891596439666
2008,3.0,136500.0,0.0,4,Norm,0,Y,0,3,8,1,120,SBrkr,BrkFace,Lvl,4,848.0,3,3,RM,GasA,6,0.0,CompShg,848.0,0.0,WD,140.0,3,0.0,Attchd,CollgCr,1,1,5,Norm,TwnhsE,907290150,0,0.0,NA,170.0,Inside,0.0,Y,848.0,Pave,NA,2,1Story,0.0,0,0,Fin,6,1469,4435.0,4,2003,420.0,PConc,2003,0.0,NA,686.0,0.0,VinylSd,Gable,3,VinylSd,4,5,1,162.0,1,1,1,3,8.39728289474368,6.742880635791903,6.742880635791903,11.824079893607152
2009,3.0,118000.0,504.0,3,Norm,0,Y,1,3,8,1,160,SBrkr,BrkFace,Lvl,4,483.0,3,5,RM,GasA,5,0.0,CompShg,483.0,0.0,WD,250.0,5,0.0,Detchd,BrDale,1,1,4,Norm,TwnhsI,527451640,0,0.0,NA,510.0,Inside,0.0,Y,987.0,Pave,NA,1,2Story,0.0,0,0,Unf,6,407,1680.0,4,2007,264.0,CBlock,1972,0.0,NA,162.0,0.0,HdBoard,Gable,3,HdBoard,3,8,1,321.0,1,0,2,1,7.426549072397305,6.180016653652572,6.894670039433482,11.678439903447801
2007,3.0,129500.0,0.0,3,Norm,0,Y,0,3,8,1,20,SBrkr,None,Lvl,3,845.0,3,6,RL,GasA,5,0.0,CompShg,845.0,0.0,WD,0.0,4,0.0,Detchd,Mitchel,1,1,3,Norm,1Fam,923252080,0,0.0,NA,0.0,Corner,0.0,Y,845.0,Pave,NA,2,1Story,0.0,0,0,Unf,4,2300,7599.0,4,2006,360.0,CBlock,1982,0.0,NA,565.0,0.0,HdBoard,Gable,3,Plywood,3,6,1,280.0,1,1,2,1,8.935771938669784,6.739336627357174,6.739336627357174,11.771436160121729
2009,3.0,205000.0,596.0,4,Norm,0,Y,1,4,8,2,50,SBrkr,None,Lvl,5,952.0,3,10,RL,GasW,1,0.0,CompShg,952.0,0.0,WD,74.0,5,144.0,Detchd,BrkSide,1,1,4,Norm,1Fam,903201080,0,0.0,NA,0.0,Inside,0.0,N,1548.0,Pave,NA,2,1.5Fin,0.0,0,0,Unf,7,731,7264.0,4,2007,672.0,BrkTil,1925,0.0,NA,0.0,0.0,Wd Sdng,Gable,3,Wd Sdng,3,7,1,952.0,1,0,3,1,8.890685920281129,6.858565034791365,7.344719054149673,12.230765258120545
2007,3.0,322400.0,0.0,4,Norm,0,Y,0,3,8,2,20,SBrkr,Stone,Lvl,4,1694.0,3,6,RL,GasA,1,0.0,CompShg,1694.0,0.0,New,0.0,7,0.0,Attchd,NridgHt,1,1,5,Norm,1Fam,528102120,1,0.0,NA,302.0,Inside,0.0,Y,1694.0,Pave,NA,3,1Story,0.0,0,4,RFn,8,1688,11825.0,4,2007,856.0,PConc,2006,112.0,NA,0.0,0.0,CemntBd,Gable,3,CmentBd,5,5,1,1694.0,1,0,3,2,9.377971213360134,7.434847875211999,7.434847875211999,12.68354828961461
2009,3.0,293200.0,0.0,4,Norm,0,Y,0,3,8,2,20,SBrkr,BrkFace,Lvl,4,1602.0,3,1,RL,GasA,6,0.0,CompShg,1578.0,0.0,WD,0.0,7,195.0,Attchd,CollgCr,1,1,5,Norm,1Fam,907410130,1,0.0,NA,180.0,Inside,0.0,Y,1602.0,Pave,NA,3,1Story,0.0,0,4,RFn,8,880,10200.0,4,2007,810.0,PConc,2007,48.0,NA,1478.0,0.0,VinylSd,Gable,3,VinylSd,4,5,1,100.0,1,1,3,3,9.230142999272362,7.379008127628304,7.379008127628304,12.588610248994634
2008,3.0,266000.0,0.0,5,Norm,0,Y,0,3,8,2,120,SBrkr,BrkFace,Lvl,5,1684.0,3,7,RL,GasA,6,0.0,CompShg,1684.0,0.0,WD,495.0,6,0.0,Attchd,NridgHt,1,1,5,Norm,TwnhsE,528186080,1,0.0,NA,616.0,Inside,0.0,Y,1684.0,Pave,NA,2,1Story,0.0,0,5,RFn,9,1074,8849.0,4,2005,564.0,PConc,2005,72.0,NA,28.0,0.0,MetalSd,Hip,3,MetalSd,5,5,1,1656.0,2,0,2,1,9.08805973726735,7.428927194802272,7.428927194802272,12.491251587763836
2009,3.0,172500.0,765.0,3,Norm,0,Y,1,3,8,2,60,SBrkr,BrkFace,Lvl,3,918.0,3,7,RL,GasA,2,500.0,CompShg,918.0,0.0,WD,243.0,7,0.0,Attchd,Sawyer,1,3,4,Norm,1Fam,905103040,1,0.0,NA,92.0,Inside,0.0,Y,1683.0,Pave,NA,2,2Story,0.0,0,3,RFn,6,771,11184.0,4,1978,440.0,CBlock,1978,0.0,NA,226.0,0.0,HdBoard,Hip,3,HdBoard,3,5,1,192.0,1,0,3,1,9.322239464473592,6.822197390620491,7.428333194190806,12.058152515453552
2009,3.0,124900.0,561.0,3,Norm,0,Y,0,3,8,1,50,SBrkr,None,Lvl,3,1188.0,3,9,RM,GasA,2,0.0,CompShg,1088.0,120.0,WD,48.0,7,0.0,Detchd,OldTown,1,1,3,Norm,1Fam,902405100,0,0.0,MnWw,0.0,Corner,244.0,Y,1869.0,Pave,NA,2,1.5Fin,0.0,0,0,Unf,5,724,8820.0,4,1996,456.0,BrkTil,1890,0.0,NA,1088.0,0.0,VinylSd,Hip,3,VinylSd,3,6,1,0.0,1,0,2,1,9.084777149000837,7.080026499922591,7.533158807455563,11.73526869611367
2009,3.0,149000.0,0.0,3,Norm,0,Y,0,3,8,1,30,FuseA,None,Lvl,4,1432.0,2,9,RL,GasA,1,0.0,CompShg,1022.0,0.0,WD,266.0,6,0.0,BuiltIn,BrkSide,1,1,3,Norm,1Fam,903201020,1,0.0,GdWo,0.0,Inside,0.0,N,1432.0,Pave,NA,1,1Story,0.0,0,4,Unf,6,730,6615.0,4,1950,216.0,BrkTil,1923,61.0,NA,0.0,0.0,MetalSd,Gable,3,MetalSd,3,6,1,1022.0,1,0,3,1,8.797095076549056,7.266827347520591,7.266827347520591,11.911701584927597
2010,3.0,185500.0,0.0,4,Norm,0,Y,0,3,8,2,20,SBrkr,BrkFace,Lvl,4,1414.0,3,5,RL,GasA,6,0.0,CompShg,1414.0,0.0,WD,132.0,6,0.0,Attchd,CollgCr,1,1,5,Norm,1Fam,907414030,0,0.0,NA,98.0,FR2,0.0,Y,1414.0,Pave,NA,2,1Story,0.0,0,0,RFn,7,273,8773.0,4,2004,494.0,PConc,2004,105.0,NA,24.0,0.0,VinylSd,Gable,3,VinylSd,4,5,1,1390.0,1,0,3,3,9.079434102128383,7.254177846456518,7.254177846456518,12.130810161029627
2006,3.0,220000.0,0.0,4,Norm,0,Y,1,3,8,1,20,SBrkr,None,Lvl,4,1358.0,3,6,RL,GasA,6,0.0,CompShg,1348.0,0.0,WD,68.0,5,0.0,Attchd,CollgCr,1,1,5,Norm,1Fam,907255010,1,0.0,NA,0.0,Corner,0.0,Y,1358.0,Pave,NA,2,1Story,0.0,0,3,Unf,8,2793,11088.0,4,2002,418.0,PConc,2002,166.0,NA,872.0,0.0,Stucco,Hip,3,Stucco,4,5,1,476.0,1,1,1,1,9.313618721429684,7.213768308118642,7.213768308118642,12.301382825334498
2007,3.0,225000.0,0.0,4,Norm,0,Y,0,3,8,2,20,SBrkr,Stone,Lvl,4,1496.0,3,6,RL,GasA,1,0.0,CompShg,1496.0,0.0,New,168.0,7,0.0,Attchd,Somerst,1,1,5,Norm,1Fam,528439050,0,0.0,NA,140.0,Inside,0.0,Y,1496.0,Pave,NA,2,1Story,0.0,0,0,Fin,8,1789,9158.0,4,2007,474.0,PConc,2007,130.0,NA,0.0,0.0,CemntBd,Gable,3,CmentBd,4,5,1,1496.0,1,0,3,3,9.12238309321704,7.310550158534422,7.310550158534422,12.323855681186558
