Condition 2,Garage Cond,Overall Qual,Land Contour,Heating,Enclosed Porch,Lot Shape,Kitchen AbvGr,Garage Finish,Lot Area,Bsmt Exposure,Electrical,Functional,Alley,Land Slope,Fireplaces,Wood Deck SF,Garage Type,Year Remod/Add,MS SubClass,Bldg Type,Exter Cond,BsmtFin Type 2,Exterior 1st,Id,PID,Roof Matl,Overall Cond,Low Qual Fin SF,Screen Porch,Exter Qual,Kitchen Qual,BsmtFin SF 1,Roof Style,Utilities,BsmtFin Type 1,Bsmt Unf SF,Sale Type,Year Built,Mas Vnr Area,Bsmt Full Bath,Misc Feature,Fence,Garage Area,Exterior 2nd,Mas Vnr Type,MS Zoning,3Ssn Porch,Mo Sold,1st Flr SF,2nd Flr SF,Garage Qual,Half Bath,Central Air,Condition 1,BsmtFin SF 2,Foundation,Bsmt Qual,Pool QC,Bsmt Cond,Lot Config,Bedroom AbvGr,Full Bath,Total Bsmt SF,Garage Cars,Heating QC,Bsmt Half Bath,Pool Area,Yr Sold,Paved Drive,Misc Val,Gr Liv Area,SalePrice,House Style,Street,TotRms AbvGrd,Neighborhood,Fireplace Qu,Open Porch SF
Norm,TA,5,Lvl,GasA,0.0,Reg,1,RFn,7392.0,No,FuseA,Typ,NA,Gtl,0,0.0,Detchd,1995,30,1Fam,TA,Unf,Wd Sdng,1552,910206110,CompShg,7,0.0,0.0,TA,TA,0.0,Gable,AllPub,Unf,520.0,WD,1930,0.0,0,NA,NA,360.0,Wd Sdng,None,RM,0.0,5,912.0,0.0,TA,0,Y,Norm,0.0,BrkTil,TA,NA,TA,Inside,2,1,520.0,1,TA,0,0.0,2008,Y,0.0,912.0,99500.0,1Story,Pave,5,IDOTRR,NA,90.0
Norm,TA,5,Lvl,GasA,0.0,IR1,1,Fin,7424.0,Av,SBrkr,Typ,NA,Gtl,2,0.0,Attchd,1978,90,Duplx,TA,Unf,Plywood,226,905107110,CompShg,5,0.0,0.0,TA,TA,1319.0,Gable,AllPub,GLQ,0.0,WD,1978,0.0,1,NA,NA,591.0,Plywood,None,RL,0.0,5,1373.0,0.0,TA,0,Y,Norm,0.0,CBlock,Gd,NA,TA,Inside,3,1,1319.0,2,TA,0,0.0,2010,Y,0.0,1373.0,160250.0,SFoyer,Pave,5,Sawyer,TA,0.0
Norm,TA,7,Lvl,GasA,0.0,Reg,1,Unf,2522.0,No,SBrkr,Maj1,NA,Gtl,0,0.0,Detchd,2004,160,TwnhsI,TA,Unf,VinylSd,2830,908188120,CompShg,5,0.0,0.0,Gd,Gd,0.0,Gable,AllPub,Unf,970.0,WD,2004,50.0,0,NA,NA,380.0,VinylSd,Stone,RM,0.0,5,970.0,739.0,TA,0,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,3,2,970.0,2,Ex,0,0.0,2006,Y,0.0,1709.0,130000.0,2Story,Pave,7,Edwards,NA,40.0
Norm,Fa,5,Lvl,GasA,96.0,Reg,1,Unf,3672.0,No,SBrkr,Typ,NA,Gtl,0,0.0,Detchd,1950,30,1Fam,TA,Unf,Stucco,2238,910202030,CompShg,7,0.0,0.0,TA,TA,0.0,Gable,AllPub,Unf,816.0,WD,1922,0.0,0,NA,NA,100.0,Stucco,None,RM,0.0,9,816.0,0.0,Fa,0,Y,Artery,0.0,BrkTil,TA,NA,TA,Inside,2,1,816.0,1,Ex,0,0.0,2007,N,0.0,816.0,75200.0,1Story,Pave,5,IDOTRR,NA,0.0
Norm,TA,6,Lvl,GasA,0.0,Reg,1,Fin,7706.0,Av,SBrkr,Typ,NA,Gtl,0,280.0,Attchd,1996,80,1Fam,Gd,GLQ,HdBoard,982,923252075,CompShg,5,0.0,0.0,TA,TA,114.0,Gable,AllPub,Rec,0.0,WD,1993,0.0,0,Shed,NA,429.0,HdBoard,None,RL,0.0,8,1091.0,0.0,TA,0,Y,Norm,270.0,CBlock,Gd,NA,TA,Inside,2,1,384.0,1,Ex,1,0.0,2009,Y,700.0,1091.0,131250.0,SLvl,Pave,5,Mitchel,NA,0.0
Norm,TA,6,Lvl,GasA,0.0,IR1,1,Unf,12929.0,Gd,SBrkr,Typ,NA,Gtl,0,36.0,CarPort,1993,20,1Fam,TA,Unf,Wd Sdng,1265,535426350,CompShg,6,0.0,0.0,TA,TA,697.0,Gable,AllPub,GLQ,384.0,WD,1960,276.0,1,NA,NA,401.0,Wd Sdng,BrkFace,RL,0.0,6,1081.0,0.0,TA,0,Y,Norm,0.0,CBlock,TA,NA,TA,Inside,3,1,1081.0,1,TA,0,0.0,2008,Y,0.0,1081.0,148000.0,1Story,Pave,5,Names,NA,82.0
Norm,TA,5,Lvl,GasA,0.0,IR1,1,Unf,9316.0,No,SBrkr,Typ,NA,Gtl,0,171.0,Attchd,1965,20,1Fam,TA,Unf,HdBoard,559,532376070,CompShg,5,0.0,0.0,TA,TA,544.0,Gable,AllPub,Rec,480.0,Oth,1965,0.0,0,NA,MnPrv,288.0,Plywood,None,RL,0.0,5,1020.0,0.0,TA,0,Y,Norm,0.0,CBlock,TA,NA,TA,Inside,3,2,1024.0,1,Gd,0,0.0,2009,Y,0.0,1020.0,124100.0,1Story,Pave,5,Sawyer,NA,0.0
Norm,TA,7,Lvl,GasA,0.0,IR1,1,RFn,12122.0,Av,SBrkr,Typ,NA,Gtl,0,144.0,Attchd,2007,85,1Fam,TA,Unf,CemntBd,1203,534252090,CompShg,9,0.0,0.0,Ex,Ex,867.0,Gable,AllPub,ALQ,77.0,WD,1961,210.0,1,NA,NA,588.0,CmentBd,Stone,RL,0.0,7,999.0,0.0,TA,0,Y,Norm,0.0,CBlock,TA,NA,TA,Corner,3,1,944.0,2,Gd,0,0.0,2008,Y,0.0,999.0,178400.0,SFoyer,Pave,6,Names,NA,76.0
Norm,NA,4,Lvl,GasA,0.0,IR1,2,NA,7711.0,Gd,SBrkr,Typ,NA,Gtl,0,321.0,NA,1977,90,Duplx,TA,Unf,MetalSd,2083,905476160,CompShg,3,0.0,0.0,TA,TA,1440.0,Gable,AllPub,GLQ,0.0,Oth,1977,0.0,2,NA,NA,0.0,MetalSd,None,RL,0.0,8,1440.0,0.0,NA,0,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,4,2,1440.0,0,TA,0,0.0,2007,N,0.0,1440.0,150000.0,1Story,Pave,8,Edwards,NA,0.0
Norm,TA,7,Lvl,GasA,0.0,IR2,1,RFn,12352.0,No,SBrkr,Typ,NA,Gtl,1,0.0,Attchd,1999,60,1Fam,TA,Unf,VinylSd,2130,907187060,CompShg,5,0.0,0.0,Gd,TA,638.0,Gable,AllPub,GLQ,215.0,WD,1998,290.0,1,NA,NA,534.0,VinylSd,BrkFace,RL,0.0,3,853.0,900.0,TA,1,Y,Norm,0.0,PConc,Gd,NA,TA,CulDSac,3,2,853.0,2,Ex,0,0.0,2007,Y,0.0,1753.0,217000.0,2Story,Pave,7,CollgCr,Fa,74.0
Norm,TA,8,Lvl,GasA,0.0,IR1,1,Fin,12447.0,No,SBrkr,Typ,NA,Gtl,1,200.0,BuiltIn,2006,60,1Fam,TA,Unf,CemntBd,2455,528429060,CompShg,5,0.0,0.0,Gd,Gd,0.0,Gable,AllPub,Unf,1100.0,New,2005,192.0,0,NA,NA,760.0,CmentBd,Stone,RL,0.0,1,1116.0,848.0,TA,1,Y,RRAn,0.0,PConc,Gd,NA,Gd,Inside,3,2,1100.0,2,Ex,0,0.0,2006,Y,0.0,1964.0,252000.0,2Story,Pave,8,Somerst,Gd,70.0
Norm,TA,7,Lvl,GasA,0.0,Reg,1,RFn,7500.0,No,SBrkr,Typ,NA,Gtl,0,182.0,Detchd,2006,20,1Fam,TA,Unf,VinylSd,535,531363030,CompShg,5,0.0,0.0,Gd,Gd,54.0,Gable,AllPub,GLQ,1087.0,WD,2006,0.0,1,NA,NA,484.0,VinylSd,None,RL,0.0,6,1141.0,0.0,TA,1,Y,Norm,0.0,PConc,Gd,NA,Gd,Inside,3,1,1141.0,2,Ex,0,0.0,2009,Y,0.0,1141.0,152000.0,1Story,Pave,6,SawyerW,NA,0.0
Norm,TA,7,Lvl,GasA,0.0,Reg,1,Unf,6120.0,No,FuseA,Typ,NA,Gtl,0,48.0,Detchd,2001,45,1Fam,TA,Unf,Wd Sdng,2019,903233140,CompShg,8,0.0,0.0,TA,TA,0.0,Gable,AllPub,Unf,832.0,WD,1929,0.0,0,NA,GdPrv,576.0,Wd Sdng,None,RM,0.0,7,854.0,0.0,TA,0,Y,Norm,0.0,BrkTil,TA,NA,TA,Corner,2,1,832.0,2,Ex,0,0.0,2007,Y,0.0,854.0,132000.0,1.5Unf,Pave,5,BrkSide,NA,112.0
Norm,TA,6,Lvl,GasA,0.0,Reg,1,Unf,9576.0,No,SBrkr,Typ,NA,Gtl,0,0.0,Detchd,1950,50,1Fam,TA,Unf,VinylSd,2655,902206090,CompShg,7,0.0,0.0,TA,TA,310.0,Gable,AllPub,Rec,460.0,WD,1945,0.0,0,NA,GdWo,378.0,VinylSd,None,RM,0.0,5,885.0,297.0,Fa,1,Y,Norm,0.0,CBlock,Fa,NA,TA,Inside,3,1,770.0,1,TA,0,0.0,2006,Y,0.0,1182.0,120000.0,1.5Fin,Pave,5,OldTown,NA,0.0
Norm,TA,9,Lvl,GasA,0.0,IR1,1,RFn,9942.0,Av,SBrkr,Typ,NA,Gtl,1,194.0,Attchd,2006,60,1Fam,TA,Unf,MetalSd,2391,528120140,CompShg,5,0.0,0.0,Ex,Ex,1290.0,Gable,AllPub,GLQ,316.0,New,2005,385.0,1,NA,NA,521.0,MetalSd,BrkFace,RL,0.0,5,1625.0,466.0,TA,1,Y,Norm,0.0,PConc,Ex,NA,Gd,Inside,3,2,1606.0,2,Ex,0,0.0,2006,Y,0.0,2091.0,338500.0,2Story,Pave,8,NridgHt,Gd,84.0
Norm,TA,4,Lvl,GasA,0.0,Reg,1,Unf,7898.0,No,SBrkr,Typ,NA,Gtl,0,0.0,Detchd,1994,30,1Fam,TA,Unf,MetalSd,154,535325400,CompShg,7,0.0,0.0,TA,TA,0.0,Gable,AllPub,Unf,576.0,WD,1920,0.0,0,NA,NA,676.0,MetalSd,None,RL,0.0,4,985.0,0.0,TA,0,Y,Norm,0.0,BrkTil,TA,NA,TA,Corner,2,1,576.0,2,Gd,1,0.0,2010,N,0.0,985.0,105000.0,1Story,Pave,4,Names,NA,0.0
Norm,TA,7,HLS,GasA,0.0,IR2,1,Unf,21872.0,Gd,SBrkr,Typ,NA,Gtl,1,264.0,Attchd,1997,60,1Fam,TA,Unf,HdBoard,999,527107210,CompShg,5,0.0,0.0,TA,TA,604.0,Gable,AllPub,GLQ,125.0,WD,1996,0.0,0,NA,NA,406.0,HdBoard,None,RL,0.0,8,729.0,717.0,TA,1,Y,Norm,0.0,PConc,Gd,NA,TA,FR2,3,2,729.0,2,Ex,1,0.0,2008,Y,0.0,1446.0,175000.0,2Story,Pave,6,Gilbert,TA,22.0
Norm,TA,7,Lvl,GasA,0.0,Reg,1,Fin,10005.0,No,SBrkr,Typ,NA,Gtl,1,288.0,Attchd,1977,60,1Fam,TA,Unf,Plywood,1400,905352030,CompShg,5,0.0,0.0,TA,TA,392.0,Hip,AllPub,BLQ,768.0,WD,1977,299.0,0,NA,NA,505.0,Plywood,BrkFace,RL,0.0,3,1156.0,866.0,TA,1,Y,Norm,0.0,CBlock,Gd,NA,TA,Inside,4,2,1160.0,2,Ex,0,0.0,2008,Y,0.0,2022.0,192000.0,2Story,Pave,8,ClearCr,TA,117.0
Norm,TA,7,Lvl,GasA,0.0,IR2,1,Fin,12393.0,No,SBrkr,Typ,NA,Gtl,1,100.0,BuiltIn,2005,60,1Fam,TA,Unf,VinylSd,2807,907401080,CompShg,5,0.0,0.0,Gd,Gd,0.0,Gable,AllPub,Unf,847.0,WD,2004,0.0,0,NA,NA,434.0,VinylSd,None,RL,0.0,9,847.0,1101.0,TA,1,Y,Norm,0.0,PConc,Gd,NA,TA,FR2,4,2,847.0,2,Ex,0,0.0,2006,Y,0.0,1948.0,195000.0,2Story,Pave,8,CollgCr,Gd,48.0
Norm,TA,8,Lvl,GasA,0.0,Reg,1,RFn,9000.0,No,SBrkr,Typ,NA,Gtl,0,0.0,Attchd,2008,60,1Fam,TA,Unf,VinylSd,516,528456220,CompShg,5,0.0,0.0,Gd,Gd,0.0,Gable,AllPub,Unf,768.0,WD,2008,0.0,0,NA,NA,676.0,VinylSd,None,FV,0.0,6,786.0,804.0,TA,1,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,3,2,768.0,2,Ex,0,0.0,2009,Y,0.0,1590.0,210000.0,2Story,Pave,6,Somerst,NA,30.0
Norm,TA,7,Lvl,GasA,0.0,Reg,1,Fin,7875.0,No,SBrkr,Typ,NA,Gtl,1,0.0,BuiltIn,2003,60,1Fam,TA,Unf,VinylSd,1753,528250070,CompShg,5,0.0,0.0,Gd,Gd,0.0,Gable,AllPub,Unf,847.0,WD,2003,16.0,0,NA,NA,434.0,VinylSd,BrkFace,RL,0.0,7,847.0,1101.0,TA,1,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,4,2,847.0,2,Ex,0,0.0,2007,Y,0.0,1948.0,211000.0,2Story,Pave,8,Gilbert,Gd,48.0
Norm,TA,4,Lvl,GasA,0.0,Reg,1,Unf,6000.0,No,SBrkr,Typ,NA,Gtl,0,0.0,Detchd,1950,50,1Fam,TA,Unf,MetalSd,734,903226130,CompShg,6,0.0,0.0,TA,TA,672.0,Gable,AllPub,BLQ,0.0,WD,1936,0.0,0,NA,NA,240.0,MetalSd,None,RM,0.0,7,757.0,567.0,TA,0,Y,Norm,0.0,BrkTil,TA,NA,TA,Inside,3,1,672.0,1,TA,0,0.0,2009,Y,0.0,1324.0,128000.0,1.5Fin,Pave,6,BrkSide,NA,0.0
Norm,TA,6,Lvl,GasA,0.0,IR1,1,RFn,10175.0,No,SBrkr,Typ,NA,Gtl,1,0.0,Attchd,1964,20,1Fam,TA,Unf,HdBoard,1209,534400060,CompShg,5,0.0,0.0,TA,TA,490.0,Gable,AllPub,BLQ,935.0,WD,1964,272.0,0,NA,NA,576.0,Plywood,BrkFace,RL,407.0,7,1425.0,0.0,TA,0,Y,Norm,0.0,CBlock,TA,NA,TA,Inside,3,2,1425.0,2,Gd,0,0.0,2008,Y,0.0,1425.0,180500.0,1Story,Pave,7,Names,Gd,0.0
Norm,TA,5,Lvl,GasA,0.0,Reg,2,Unf,13600.0,No,SBrkr,Min2,Grvl,Gtl,0,0.0,Detchd,1950,190,2FmCon,TA,Unf,Wd Sdng,1994,902302150,CompShg,5,0.0,0.0,TA,TA,0.0,Gable,AllPub,Unf,662.0,WD,1900,0.0,0,NA,NA,560.0,Wd Sdng,None,RM,0.0,9,1422.0,915.0,TA,0,N,Norm,0.0,BrkTil,TA,NA,TA,Inside,5,2,662.0,2,TA,0,0.0,2007,Y,0.0,2337.0,90000.0,2Story,Pave,10,OldTown,NA,57.0
Norm,TA,5,Lvl,GasA,0.0,Reg,1,Unf,12172.0,No,SBrkr,Typ,NA,Gtl,0,284.0,Attchd,1996,45,1Fam,TA,Rec,Wd Sdng,1901,534431020,CompShg,7,0.0,192.0,TA,TA,130.0,Gable,AllPub,LwQ,433.0,WD,1940,0.0,0,NA,MnPrv,512.0,HdBoard,None,RL,0.0,10,908.0,0.0,TA,0,Y,Norm,259.0,PConc,TA,NA,TA,Inside,2,1,822.0,2,TA,0,0.0,2007,Y,0.0,908.0,138500.0,1.5Unf,Pave,4,Names,NA,24.0
Norm,TA,7,Lvl,GasA,0.0,Reg,1,Fin,10237.0,No,SBrkr,Typ,NA,Gtl,0,0.0,Attchd,2006,60,1Fam,TA,Unf,VinylSd,2413,528218080,CompShg,5,0.0,0.0,Gd,Gd,0.0,Gable,AllPub,Unf,738.0,New,2006,0.0,0,NA,NA,440.0,VinylSd,None,RL,0.0,9,738.0,754.0,TA,1,Y,RRAn,0.0,PConc,Gd,NA,TA,Inside,3,2,738.0,2,Ex,0,0.0,2006,Y,0.0,1492.0,169985.0,2Story,Pave,8,Gilbert,NA,32.0
Norm,TA,5,Lvl,GasA,0.0,Reg,1,RFn,7000.0,No,SBrkr,Typ,NA,Gtl,0,0.0,Attchd,1961,20,1Fam,TA,Unf,BrkFace,2630,535457070,CompShg,4,0.0,162.0,TA,TA,781.0,Hip,AllPub,GLQ,369.0,WD,1961,0.0,0,NA,NA,288.0,BrkFace,None,RL,0.0,7,1150.0,0.0,TA,0,Y,Norm,0.0,CBlock,TA,NA,TA,Inside,3,1,1150.0,1,TA,0,0.0,2006,Y,0.0,1150.0,146000.0,1Story,Pave,6,Names,NA,0.0
Norm,TA,7,Lvl,GasA,0.0,IR2,1,Unf,11228.0,No,SBrkr,Typ,NA,Gtl,1,196.0,Attchd,1993,60,1Fam,TA,GLQ,VinylSd,1428,906420130,CompShg,5,0.0,0.0,Gd,Gd,50.0,Gable,AllPub,BLQ,499.0,WD,1993,0.0,0,NA,NA,678.0,VinylSd,None,RL,0.0,12,1080.0,1017.0,TA,1,Y,Norm,531.0,PConc,Gd,NA,TA,CulDSac,3,2,1080.0,3,Ex,1,0.0,2008,Y,0.0,2097.0,228000.0,2Story,Pave,9,SawyerW,TA,187.0
Norm,TA,5,Lvl,GasA,0.0,Reg,1,RFn,8000.0,No,FuseA,Typ,NA,Gtl,0,0.0,Attchd,1959,20,1Fam,TA,Rec,BrkFace,1271,535453020,CompShg,6,0.0,0.0,TA,Gd,476.0,Gable,AllPub,BLQ,292.0,WD,1959,0.0,1,NA,NA,311.0,Wd Sdng,None,RL,0.0,5,1256.0,0.0,TA,1,Y,Norm,488.0,PConc,TA,NA,TA,Inside,3,1,1256.0,1,Gd,0,0.0,2008,Y,0.0,1256.0,159000.0,1Story,Pave,6,Names,NA,240.0
Norm,TA,8,Lvl,GasA,0.0,Reg,1,RFn,10728.0,Mn,SBrkr,Typ,NA,Gtl,1,192.0,Attchd,2006,60,1Fam,TA,Unf,VinylSd,2464,528480070,CompShg,5,0.0,0.0,Gd,Gd,0.0,Gable,AllPub,Unf,1095.0,New,2006,0.0,0,NA,NA,1053.0,VinylSd,None,FV,0.0,8,1095.0,844.0,TA,1,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,3,2,1095.0,3,Gd,0,0.0,2006,Y,0.0,1939.0,266000.0,2Story,Pave,8,Somerst,Gd,51.0
Norm,TA,5,Lvl,GasA,296.0,Reg,1,Unf,6000.0,No,SBrkr,Typ,NA,Gtl,0,24.0,Detchd,1950,50,1Fam,Gd,Unf,MetalSd,2653,902204120,CompShg,7,0.0,0.0,TA,Gd,0.0,Gable,AllPub,Unf,816.0,WD,1924,145.0,0,NA,MnPrv,450.0,MetalSd,BrkFace,RM,0.0,8,816.0,750.0,TA,1,Y,Norm,0.0,PConc,TA,NA,TA,Inside,5,1,816.0,2,Ex,0,0.0,2006,Y,0.0,1566.0,139000.0,1.5Fin,Pave,7,OldTown,NA,0.0
Norm,NA,4,Lvl,GasA,0.0,Reg,1,NA,6931.0,Av,FuseP,Typ,NA,Gtl,0,112.0,NA,1955,190,2FmCon,TA,Unf,Wd Sdng,1505,908225170,CompShg,5,0.0,0.0,TA,TA,784.0,Hip,AllPub,ALQ,0.0,WD,1955,0.0,1,NA,NA,0.0,Wd Sdng,None,RL,0.0,5,784.0,0.0,NA,0,N,Norm,0.0,CBlock,TA,NA,TA,Inside,2,1,784.0,0,TA,0,0.0,2008,Y,0.0,784.0,91900.0,1Story,Pave,4,Edwards,NA,0.0
Norm,TA,8,Lvl,GasA,0.0,Reg,1,RFn,8760.0,No,SBrkr,Typ,NA,Gtl,1,144.0,Attchd,2006,20,1Fam,TA,Unf,VinylSd,2110,906382060,CompShg,5,0.0,0.0,Gd,Gd,36.0,Gable,AllPub,GLQ,1453.0,WD,2006,132.0,0,NA,NA,674.0,VinylSd,BrkFace,RL,0.0,6,1500.0,0.0,TA,0,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,3,2,1489.0,2,Ex,0,0.0,2007,Y,0.0,1500.0,212999.0,1Story,Pave,7,CollgCr,Gd,38.0
Norm,TA,9,Lvl,GasA,0.0,IR1,1,Fin,16033.0,Gd,SBrkr,Typ,NA,Gtl,1,519.0,Attchd,2005,20,1Fam,TA,Unf,VinylSd,2386,528116030,CompShg,5,0.0,0.0,Gd,Gd,1261.0,Hip,AllPub,GLQ,572.0,WD,2004,378.0,1,NA,NA,772.0,VinylSd,BrkFace,RL,0.0,3,1850.0,0.0,TA,0,Y,Norm,0.0,PConc,Ex,NA,TA,FR2,3,2,1833.0,3,Ex,0,0.0,2006,Y,0.0,1850.0,326000.0,1Story,Pave,8,NridgHt,Gd,112.0
Norm,TA,6,Lvl,GasA,0.0,IR1,1,Fin,9024.0,No,SBrkr,Typ,NA,Gtl,1,0.0,Attchd,2004,60,1Fam,TA,Unf,VinylSd,1086,528235020,CompShg,5,0.0,0.0,Gd,Gd,0.0,Gable,AllPub,Unf,789.0,WD,2004,0.0,0,NA,NA,393.0,VinylSd,None,RL,0.0,7,813.0,702.0,TA,1,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,3,2,789.0,2,Ex,0,0.0,2008,Y,0.0,1515.0,179000.0,2Story,Pave,8,Gilbert,Gd,75.0
Norm,TA,8,HLS,GasA,0.0,IR1,1,Fin,11563.0,Gd,SBrkr,Typ,NA,Gtl,0,0.0,Attchd,2007,20,1Fam,TA,Unf,VinylSd,1574,916380060,CompShg,5,0.0,0.0,Gd,Gd,1036.0,Hip,AllPub,GLQ,482.0,WD,2006,258.0,1,NA,NA,788.0,VinylSd,Stone,RL,0.0,4,1537.0,0.0,TA,0,Y,Norm,0.0,PConc,Ex,NA,TA,Inside,3,2,1518.0,3,Ex,0,0.0,2008,Y,0.0,1537.0,294000.0,1Story,Pave,8,Timber,NA,26.0
Norm,TA,6,Lvl,GasA,0.0,Reg,1,Unf,1680.0,No,SBrkr,Typ,NA,Gtl,0,0.0,Detchd,1972,160,TwnhsI,TA,LwQ,HdBoard,406,527451540,CompShg,6,0.0,0.0,TA,TA,110.0,Gable,AllPub,Rec,79.0,WD,1972,425.0,1,NA,NA,288.0,HdBoard,BrkFace,RM,0.0,7,483.0,504.0,TA,1,Y,Norm,294.0,CBlock,TA,NA,TA,Inside,2,1,483.0,1,TA,0,0.0,2009,Y,0.0,987.0,97000.0,2Story,Pave,5,BrDale,NA,0.0
Norm,TA,7,Lvl,GasA,0.0,Reg,1,RFn,8760.0,Mn,SBrkr,Typ,NA,Gtl,0,0.0,Attchd,2006,60,1Fam,TA,Unf,VinylSd,2757,906382050,CompShg,5,0.0,0.0,Gd,Gd,464.0,Gable,AllPub,GLQ,927.0,New,2006,0.0,0,NA,NA,868.0,VinylSd,None,RL,0.0,8,1391.0,571.0,TA,1,Y,Norm,0.0,PConc,Gd,NA,Gd,Inside,3,2,1391.0,3,Ex,0,0.0,2006,Y,0.0,1962.0,239799.0,2Story,Pave,7,CollgCr,NA,90.0
Norm,TA,5,Lvl,GasA,205.0,Reg,1,Unf,9600.0,Mn,SBrkr,Min1,NA,Gtl,1,144.0,Attchd,1990,20,1Fam,TA,Unf,WdShing,2559,534455080,CompShg,6,0.0,0.0,TA,TA,915.0,Gable,AllPub,BLQ,336.0,WD,1961,0.0,1,NA,NA,441.0,Wd Shng,None,RL,0.0,6,1433.0,0.0,TA,0,Y,Norm,0.0,CBlock,TA,NA,TA,Inside,3,1,1251.0,2,TA,0,0.0,2006,Y,0.0,1433.0,161000.0,1Story,Pave,7,Names,Gd,0.0
Norm,TA,6,Lvl,GasA,0.0,Reg,1,Fin,4435.0,Av,SBrkr,Typ,NA,Gtl,0,140.0,Attchd,2003,120,TwnhsE,TA,Unf,VinylSd,1469,907290150,CompShg,5,0.0,0.0,Gd,Gd,686.0,Gable,AllPub,GLQ,162.0,WD,2003,170.0,1,NA,NA,420.0,VinylSd,BrkFace,RM,0.0,3,848.0,0.0,TA,0,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,1,1,848.0,2,Ex,0,0.0,2008,Y,0.0,848.0,136500.0,1Story,Pave,3,CollgCr,NA,0.0
Norm,TA,6,Lvl,GasA,0.0,Reg,1,Unf,1680.0,No,SBrkr,Typ,NA,Gtl,0,250.0,Detchd,2007,160,TwnhsI,TA,Unf,HdBoard,407,527451640,CompShg,8,0.0,0.0,TA,Gd,162.0,Gable,AllPub,ALQ,321.0,WD,1972,510.0,0,NA,NA,264.0,HdBoard,BrkFace,RM,0.0,5,483.0,504.0,TA,1,Y,Norm,0.0,CBlock,TA,NA,TA,Inside,2,1,483.0,1,Gd,0,0.0,2009,Y,0.0,987.0,118000.0,2Story,Pave,5,BrDale,NA,0.0
Norm,TA,4,Lvl,GasA,0.0,Reg,1,Unf,7599.0,No,SBrkr,Typ,NA,Gtl,0,0.0,Detchd,2006,20,1Fam,TA,Unf,HdBoard,2300,923252080,CompShg,6,0.0,0.0,TA,TA,565.0,Gable,AllPub,ALQ,280.0,WD,1982,0.0,1,NA,NA,360.0,Plywood,None,RL,0.0,6,845.0,0.0,TA,0,Y,Norm,0.0,CBlock,TA,NA,TA,Corner,2,1,845.0,2,TA,0,0.0,2007,Y,0.0,845.0,129500.0,1Story,Pave,4,Mitchel,NA,0.0
Norm,TA,7,Lvl,GasW,0.0,Reg,1,Unf,7264.0,No,SBrkr,Typ,NA,Gtl,0,74.0,Detchd,2007,50,1Fam,Gd,Unf,Wd Sdng,731,903201080,CompShg,7,0.0,144.0,Gd,Ex,0.0,Gable,AllPub,Unf,952.0,WD,1925,0.0,0,NA,NA,672.0,Wd Sdng,None,RL,0.0,10,952.0,596.0,TA,1,N,Norm,0.0,BrkTil,TA,NA,TA,Inside,3,2,952.0,2,Gd,0,0.0,2009,Y,0.0,1548.0,205000.0,1.5Fin,Pave,5,BrkSide,NA,0.0
Norm,TA,8,Lvl,GasA,0.0,Reg,1,RFn,11825.0,Mn,SBrkr,Typ,NA,Gtl,1,0.0,Attchd,2007,20,1Fam,TA,Unf,CemntBd,1688,528102120,CompShg,5,0.0,0.0,Gd,Gd,0.0,Gable,AllPub,Unf,1694.0,New,2006,302.0,0,NA,NA,856.0,CmentBd,Stone,RL,0.0,6,1694.0,0.0,TA,0,Y,Norm,0.0,PConc,Ex,NA,TA,Inside,3,2,1694.0,3,Ex,0,0.0,2007,Y,0.0,1694.0,322400.0,1Story,Pave,7,NridgHt,Gd,112.0
Norm,TA,8,Lvl,GasA,0.0,Reg,1,RFn,10200.0,Av,SBrkr,Typ,NA,Gtl,1,0.0,Attchd,2007,20,1Fam,TA,Unf,VinylSd,880,907410130,CompShg,5,0.0,195.0,Gd,Gd,1478.0,Gable,AllPub,GLQ,100.0,WD,2007,180.0,1,NA,NA,810.0,VinylSd,BrkFace,RL,0.0,1,1602.0,0.0,TA,0,Y,Norm,0.0,PConc,Gd,NA,TA,Inside,3,2,1578.0,3,Ex,0,0.0,2009,Y,0.0,1602.0,293200.0,1Story,Pave,7,CollgCr,Gd,48.0
Norm,TA,9,Lvl,GasA,0.0,IR1,1,RFn,8849.0,No,SBrkr,Typ,NA,Gtl,1,495.0,Attchd,2005,120,TwnhsE,TA,Unf,MetalSd,1074,528186080,CompShg,5,0.0,0.0,Ex,Ex,28.0,Hip,AllPub,GLQ,1656.0,WD,2005,616.0,0,NA,NA,564.0,MetalSd,BrkFace,RL,0.0,7,1684.0,0.0,TA,0,Y,Norm,0.0,PConc,Ex,NA,TA,Inside,2,2,1684.0,2,Ex,0,0.0,2008,Y,0.0,1684.0,266000.0,1Story,Pave,6,NridgHt,Ex,72.0
